question,document_id
"If there's a problem with the gear on delivery, how should I handle it?",faq_135
Should I note damage or faults when the equipment is delivered?,faq_135
What’s the procedure if hired equipment is damaged when it gets here?,faq_135
Do I need to record any faults on the hire agreement at delivery?,faq_135
How much is the late cancellation fee if I cancel 2-3 weeks before the hire date?,faq_136
What happens if I cancel more than two weeks but less than three weeks before my hire?,faq_136
Is there a cancellation charge for giving notice under 3 weeks and over 2 weeks?,faq_136
What fee does B4 charge for cancelling between two and three weeks before the hire date?,faq_136
"If I cancel around 2 weeks and a bit before the hire date, do I pay 50%?",faq_136
Is there an extra cleaning fee if the equipment is really dirty?,faq_137
Will I be charged if the equipment comes back with face paint or glitter on it?,faq_137
What is the cleaning charge for dirty equipment?,faq_137
Do you add on a fee for excessive dirt or contamination on the equipment?,faq_137
Is there an additional £25 charge for cleaning if the item is marked or covered in glitter?,faq_137
When does my booking become confirmed?,faq_133
Is my booking confirmed once I sign the hire agreement?,faq_133
At what point is the hire agreement / booking considered in effect?,faq_133
"Do emails confirming the booking make it official, or does it need to be signed?",faq_133
When is the booking finalised for B4 Bouncy Castles?,faq_133
What happens if the delivery can't get access within 15 minutes of the agreed time?,faq_139
"If access isn't available within 15 minutes of delivery, do you cancel the booking?",faq_139
How long do I have to provide access for delivery before the booking is cancelled?,faq_139
Will I be charged if the driver can't get access 15 minutes after the scheduled delivery time?,faq_139
What if there’s no access for the delivery after 15 mins—do you keep the hire fee?,faq_139
Does B4 guarantee delivery and collection at the agreed times?,faq_138
Will my delivery and pickup happen exactly when scheduled with B4?,faq_138
Can B4 be held responsible if delivery or collection is late?,faq_138
Are B4's agreed delivery and collection times guaranteed?,faq_138
"If B4 arrives late for delivery or collection, is that their fault?",faq_138
Who has to make sure the equipment is used safely?,faq_142
"When the equipment is in use, is B4 or the Hiree responsible for safety measures?",faq_142
Do I need to provide safety precautions while using the hired equipment?,faq_142
Who's responsible for safety when equipment is being used if B4 isn't supervising?,faq_142
"If B4 doesn’t agree to supervise, who handles the safety measures for the equipment?",faq_142
Who looks after the equipment after it's delivered and before it's collected?,faq_143
Am I responsible for the equipment between delivery and pickup?,faq_143
"After delivery, who is liable for damage to the equipment until B4 Bouncy Castles collects it?",faq_143
Does the hiree have to keep the equipment safe until collection?,faq_143
Who’s in charge of the equipment once it’s been delivered and before it gets picked up?,faq_143
How soon after an injury do you need to get medical help?,faq_144
"If someone gets hurt, how quickly do they have to seek professional medical assistance?",faq_144
What's the deadline for an injured person to see a doctor after the incident?,faq_144
Do you have to get medical attention within 2 hours if you're injured?,faq_144
"After an accident, how long do you have before you must seek medical assistance?",faq_144
Can I use the equipment if I have a back or neck injury?,faq_141
Is it okay for someone with a medical condition to use this equipment?,faq_141
"Can people with back, neck, or other health issues use the machine?",faq_141
Do you allow users with medical conditions to use the equipment?,faq_141
"If I have a bad back or neck, am I still allowed to use the equipment?",faq_141
What happens if it rains and the castle can't be set up safely?,faq_145
Do you have a bad weather policy for the castle rental?,faq_145
"If weather makes the castle unusable, can we cancel or reschedule?",faq_145
What do you do if the castle can't be used because of rain?,faq_145
Is there any info about cancellations for rain or unsafe weather conditions?,faq_145
Who has to supervise people using the equipment?,faq_140
"Is B4 responsible for watching users of the equipment, or is that up to the hiree?",faq_140
Do users of the equipment need to be supervised by an adult?,faq_140
Who is in charge of supervision when the equipment is being used?,faq_140
"If B4 isn't supervising, does the hiree need to make sure a responsible adult is always there?",faq_140
What happens if I cancel my booking?,faq_147
Will I lose my deposit if I cancel after booking?,faq_147
Can I get my deposit back if I have to cancel?,faq_147
What is the cancellation policy for accepted bookings?,faq_147
"If I cancel for any reason, do I forfeit the deposit?",faq_147
"Do I need to pay a deposit, and if so how much and when is it due?",faq_146
"What deposit amount is required for this, and when do I pay it?",faq_146
Is there a deposit to pay upfront? The terms don't say how much or when.,faq_146
Can you tell me the deposit requirement and payment timing?,faq_146
How much deposit is needed and when is it supposed to be paid?,faq_146
When will my booking be delivered and picked up?,faq_148
Do the terms say what time delivery and collection happen?,faq_148
Is there an exact delivery or pickup time for my hire booking?,faq_148
When should I expect my booking to be dropped off and collected?,faq_148
What do the terms say about delivery and collection times?,faq_148
Who delivers the hired equipment and what day will it arrive?,faq_150
"Will staff bring the rental equipment, and when do they come?",faq_150
When is hired equipment delivered and who brings it?,faq_150
Does your team deliver the equipment hire order to the confirmed address?,faq_150
Who is responsible for dropping off the hired equipment and on what date?,faq_150
What company do these terms and conditions apply to?,faq_149
Which business are these terms and conditions for?,faq_149
Do these terms apply to 1-2-3 Bounce Ltd bookings?,faq_149
Who do these T&Cs cover?,faq_149
Are these conditions applicable to all bookings with 1-2-3 Bounce Ltd?,faq_149
"How much deposit do I need to book, and is it refundable if I cancel?",faq_152
What percentage deposit is required to secure my Kings Bouncy Castle Hire booking?,faq_152
"If I pay the deposit and then cancel, do I get my money back?",faq_152
"How much do I have to pay upfront to confirm a booking, and what happens to the deposit on cancellation?",faq_152
Do you require a 20% deposit and is it lost if I cancel the reservation?,faq_152
"Do kids need an adult with them on the bouncy castle, and are pets or toys allowed on it?",faq_155
"Can children go on the bouncy castle by themselves, or do they need supervision?",faq_155
Are you allowed to have pets or toys on the bouncy castle during hire?,faq_155
Does an adult have to be present when children are using the bouncy castle?,faq_155
"Can children use the bouncy castle unsupervised, and can they take toys or animals on it?",faq_155
What happens if I return hired equipment dirty or damaged?,faq_151
Do I have to pay if the hired equipment comes back soiled or broken?,faq_151
"If I return rental equipment damaged, what charges will I be liable for?",faq_151
What are the fees for cleaning or repairing hired equipment that's returned in bad condition?,faq_151
"Can I be charged for cleaning, repairs, or lost earnings if hired equipment is returned soiled?",faq_151
What do I need to take off before going into the bouncy castle?,faq_154
Are shoes and jewellery allowed on the bouncy castle?,faq_154
What items should be removed before entering the inflatable?,faq_154
"Do I have to remove glasses, badges, or sharp objects before using the bouncy castle?",faq_154
What can't I wear into the bouncy castle?,faq_154
Who is responsible for the inflatable during the event?,faq_159
"During my event, who looks after the bouncy castle?",faq_159
Is the hirer responsible for the inflatable while the party is on?,faq_159
Who takes responsibility for the inflatable for the duration of the hire?,faq_159
"For the event, am I in charge of the inflatable or are you?",faq_159
What if the inflatable comes back damaged or dirty?,faq_158
Will I be charged if the bouncy castle is returned dirty or damaged?,faq_158
What happens if we return the inflatable in bad condition?,faq_158
Are there extra fees for cleaning or repairs if the inflatable is damaged?,faq_158
"If the castle is dirty or broken when we give it back, do we have to pay?",faq_158
"If I cancel 7 days before the event, do I get my booking fee back?",faq_156
Is the deposit refundable when cancelling with 7 days notice?,faq_156
Can I receive a refund on the booking fee if I cancel a week before the hire date?,faq_156
What happens to the booking fee if I cancel 7 days before my event?,faq_156
Do you refund the booking fee for cancellations made 7 days prior to the event date?,faq_156
What do I need to do before I book the equipment?,faq_160
Should I read the terms and conditions before hiring?,faq_160
What should I check before making a booking for the equipment?,faq_160
Do I need to go through the agreement before I hire the bouncy castle?,faq_160
"Before booking, what am I supposed to read or understand?",faq_160
Who can I make my warranty claim against as a tenant?,faq_161
Against whom do I enforce a warranty claim?,faq_161
Can I directly claim warranty from the landlord?,faq_161
"As a lessee, who is responsible for my warranty claim?",faq_161
"Who should I contact for a warranty issue, the lessor or someone else?",faq_161
Kivel szemben tudom érvényesíteni a kellékszavatossági igényemet?,faq_162
A kellékszavatossági igényt a bérbeadóval vagy mással szemben kell benyújtanom?,faq_162
Kitől kérhetem a kellékszavatosságot bérlés esetén?,faq_162
Bérlőként kivel szemben érvényesíthetem a szavatossági igényemet?,faq_162
A hibával kapcsolatos kellékszavatossági igényemet a Bérbeadóval kell intéznem?,faq_162
What is the cancellation fee if I cancel less than 24 hours before my event?,faq_157
"If I cancel within 24 hours of my booking, how much will I be charged?",faq_157
Do you charge 50% if I cancel the day before my event?,faq_157
What happens to my payment if I cancel within 24 hours of the event?,faq_157
Can you tell me the cancellation policy for last-minute cancellations under 24 hours?,faq_157
By when do I have to report a defect to the Lessor?,faq_163
How soon must I notify the Lessor about a defect?,faq_163
Is there a deadline for reporting a defect after I find it?,faq_163
What is the latest I can tell the Lessor about a defect?,faq_163
"Do I need to report a defect immediately, or can I wait up to 2 months?",faq_163
"Meddig kell szólnom a Bérbeadónak, ha hibát találok?",faq_164
Mennyi időn belül kell bejelentenem a hibát a Bérbeadó felé?,faq_164
"Ha észreveszek egy hibát a lakásban, meddig van időm jelezni?",faq_164
"Kell azonnal szólnom a hibáról a Bérbeadónak, vagy van rá 2 hónap?",faq_164
"Mikor kell közölni a hibát a Bérbeadóval, miután felfedeztem?",faq_164
Különböznek a feltételek a magyarországi és az EU más országaiban lévő bérlőknek?,faq_165
"Van valami eltérés a szerződésben, ha a lízingelt fél Magyarországon van vagy az EU-n belül máshol?",faq_165
A bérlő helye számít? Magyarország vs. EU más tagállamai esetén mások a feltételek?,faq_165
Más eladási feltételek vonatkoznak a magyar és az uniós lesseesre?,faq_165
"Eltérnek a szabályok, ha a lessee Magyarországon van, vagy ha az EU-ban, de nem itthon?",faq_165
Milyen számlát kapok a bérlésről?,faq_167
Papír vagy elektronikus számlát küldtök a rentalról?,faq_167
"A kölcsönzéshez milyen számlát állítanak ki, és hogyan kapom meg?",faq_167
Invoice-ot emailben külditek a bérlés után?,faq_167
"Lesz-e e-számla a bérlésről, és azt honnan kapom meg?",faq_167
"Eltérnek a feltételek, ha a bérlő Magyarországon van vagy más EU-s országban?",faq_166
"Más szabályok vonatkoznak az EU-n belüli, de külföldi bérlőkre, mint a magyarokra?",faq_166
Van különbség a Magyarországon és az EU más országaiban lévő bérlők feltételei között?,faq_166
"A külföldi, de EU-s bérlőket máshogy kezelik, mint a Magyarországon lévőket?",faq_166
Ugyanazok a feltételek érvényesek a magyarországi és az EU-n belüli külföldi bérlőkre is?,faq_166
Milyen számlát kapok a bérlésről?,faq_168
Kapok papír számlát vagy e-számlát a bérlés után?,faq_168
A bérlésről emailben küldik a számlát?,faq_168
Hogyan kapom meg a számlát a helyszíni készpénzes fizetés után?,faq_168
Elektronikus számlát állítanak ki a bérléshez?,faq_168
"Hol kell kifizetni a bérleti díjat, és mikor esedékes?",faq_170
A bérleti díjat a helyszínen kell fizetni? Mikor történik a fizetés?,faq_170
Mikor és hol tudom befizetni a bérleti díjat készpénzben?,faq_170
"A bérlés kezdetekor kell fizetni, vagy a Baross utca 15. címen is lehet?",faq_170
"Hova menjek a bérleti díj kifizetéséhez, és elég-e készpénzben fizetni a helyszínen?",faq_170
Hol és mikor kell kifizetnem a bérleti díjat?,faq_169
"A bérleti díjat a helyszínen kell fizetni, vagy előre?",faq_169
"Mikor esedékes a kölcsönzési díj, és hol tudom rendezni?",faq_169
Készpénzben fizetek? Hol kell átadni a bérleti díjat?,faq_169
"A bérleti díjat a bérlés kezdetén kell befizetni, vagy a cég telephelyén a Baross utcában?",faq_169
"Meddig lehet lemondani a csocsó bérlést, ha mégsem kell a gép?",faq_172
Hány nappal előre kell jelezni a lemondást a bérlésnél?,faq_172
"Ha nem tudom átvenni a játékot, meddig szólhatok, hogy lemondom?",faq_172
Mi a határidő a csocsó gép lemondására előre egyeztetett időpont előtt?,faq_172
"Későn szólnék a bérlés lemondásáról, még elfogadják?",faq_172
"Meddig lehet lemondani, ha mégsem tudjuk átvenni a csocsót vagy gépet?",faq_171
Milyen határidővel kell jelezni a lemondást a Garlando csocsó bérlésnél?,faq_171
"Ha nem tudjuk átvenni a játékot, meddig fogadják el a lemondást?",faq_171
Mi a lemondási határidő az XXL csocsó esetében?,faq_171
"Legkésőbb mikor kell szólni, ha a megbeszélt időpontban mégsem tudjuk átvenni a gépet?",faq_171
Milyen játékokat és gépeket lehet bérelni rendezvényre vagy hosszabb távra?,faq_173
"Milyen csocsó, játék és egyéb berendezés bérelhető eseményekhez?",faq_173
"Milyen eszközök vannak a bérlhető gépek között, akár hosszú távra is?",faq_173
"Mit lehet bérelni rendezvényekre: csocsó, darts, billiárd, játékautomaták?",faq_173
Milyen játékgépeket és party eszközöket adtok bérbe eseményekre vagy tartós használatra?,faq_173
Milyen témákat tartalmaz ez a rész?,faq_175
What topics are covered in this section?,faq_175
Ebben a szekcióban milyen dolgokról van szó?,faq_175
Could you list the topics included here?,faq_175
Mik vannak felsorolva ebben a fejezetben?,faq_175
Milyen játékokat lehet bérelni rendezvényre vagy hosszabb távra?,faq_174
Mik azok a bérelhető gépek és szórakoztató játékok nálatok?,faq_174
Csocsón kívül milyen party játékok bérelhetők?,faq_174
"Milyen eszközök vannak rendezvénybérlésre, pl. léghoki, darts vagy flipper?",faq_174
Milyen játékokat tudok kibérelni tartós bérletre vagy eseményre?,faq_174
Can I cancel a rental for free if it hasn't started yet?,faq_177
Is there a fee to cancel a rental before it begins?,faq_177
Can a not-yet-started rental be canceled free of charge?,faq_177
"If my rental hasn't started, can I still cancel it without paying?",faq_177
Free cancellation for a rental that hasn't begun yet?,faq_177
How much notice do I need to cancel my Kings Bouncy Castle Hire booking?,faq_153
Can I cancel my booking less than 7 days before the date?,faq_153
What is the cancellation policy if I need to cancel an inflatable hire order?,faq_153
Do I have to give 7 days notice to cancel and avoid being charged?,faq_153
"If I cancel late, will I still have to pay the full fee?",faq_153
Díjmentesen lemondhatom a még el nem kezdett bérlést?,faq_178
"Ha a bérlés még nem indult el, visszamondható ingyen?",faq_178
Lehet költség nélkül lemondani egy még meg nem kezdett bérlést?,faq_178
A még nem kezdett bérlést ingyen le tudom mondani?,faq_178
"Van díja annak, ha a bérlés indulása előtt mondom le?",faq_178
Mikor jár esőnap a bérléshez?,faq_180
"Ha esik az eső, kérhetek esőnapot a bérlésre?",faq_180
Milyen esetben biztosítanak esőnapot a bérléshez?,faq_180
"Van lehetőség esőnapra, ha még nem kezdtük el a bérlést?",faq_180
"Esőnap csak akkor van, ha még nem indult el a bérlés?",faq_180
When can I get a rain date for my rental?,faq_179
Can I reschedule to a rain date after the rental has started?,faq_179
Is a rain date possible only before the rental begins?,faq_179
At what point can a rain date be offered for the booking?,faq_179
"If the rental already started, can I still request a rain date?",faq_179
Milyen témák vannak ebben a részben felsorolva?,faq_176
Milyen tartalmak szerepelnek a megadott szakaszban?,faq_176
"Mik a részben említett témák, szabályok?",faq_176
"Mit találok ebben a fejezetben, milyen témákról szól?",faq_176
Milyen játékszabályok és leírások vannak a megadott részben?,faq_176
Where can I find Gowinday Kft.'s data protection guidelines?,faq_183
What website has the data protection policy for Gowinday Kft.?,faq_183
"Is Gowinday Kft.'s privacy/data protection notice available online, and where?",faq_183
Can you tell me the link to Gowinday Kft.'s data handling guidelines?,faq_183
Hol találom a Gowinday Kft. adatvédelmi irányelveit?,faq_183
Who should I contact if I have a question about this notice?,faq_185
"If I have questions about this notice, who do I write to?",faq_185
Can someone tell me who to contact about this notice?,faq_185
I have a question regarding this notice — who do I reach out to?,faq_185
Where should I send my question if I need help with this notice?,faq_185
Can Gowinday Kft change this notice later?,faq_181
Does Gowinday Kft. have the right to update or modify this notice?,faq_181
Will Gowinday Kft notify people if this notice changes?,faq_181
Can this notice be revised by Gowinday Kft. at any time?,faq_181
Is Gowinday Kft allowed to alter this notice and inform users about it?,faq_181
Hol találom a Gowinday Kft. adatkezelési irányelveit?,faq_184
Melyik oldalon érhetők el a Gowinday Kft. adatvédelmi szabályai?,faq_184
"Meg tudnád mondani, hol van a Gowinday Kft. adatkezelési tájékoztatója?",faq_184
A Gowinday Kft. GDPR/adatvédelmi irányelvei hol olvashatók?,faq_184
Hol tudom megnézni a Gowinday Kft. adatkezeléssel kapcsolatos irányelveit?,faq_184
"Kihez tudok fordulni, ha kérdésem van ezzel a közleménnyel kapcsolatban?",faq_186
"Ha van kérdésem a közleménnyel kapcsolatban, kivel vehetem fel a kapcsolatot?",faq_186
"Hova írjak, ha nem értek valamit ezzel a közleménnyel kapcsolatban?",faq_186
Kérdés esetén kit kell megkeresni a közleménnyel kapcsolatban?,faq_186
"Ha kérdésem van erről a közleményről, hogyan tudok írni nekik?",faq_186
What info do I need to give when I register?,faq_189
Which personal details are required for sign up?,faq_189
"Do I have to provide my name, phone number, and email during registration?",faq_189
What data is needed to create an account?,faq_189
"During registration, what personal information do I need to enter?",faq_189
Meddig tárolják az e-mailjeimet és az azokban megadott személyes adatokat a Gowinday Kft.-nél?,faq_188
Az elektronikus leveleket a benne lévő személyes adatokkal együtt mennyi ideig őrzik meg?,faq_188
Korlátlan ideig megmaradnak az általuk kapott e-mailek és a személyes adataim is?,faq_188
"Meddig tartják meg a Gowinday Kft.-nek küldött leveleket és az adatokat, amiket tartalmaznak?",faq_188
Mi az e-mailek és a kapcsolódó személyes adatok megőrzési ideje a Gowinday Kft.-nél?,faq_188
"Milyen adatokat kell megadnom, amikor regisztrálok?",faq_190
Regisztrációhoz milyen személyes adatok szükségesek?,faq_190
"Mit kell megadni a fiók létrehozásához: név, telefonszám, e-mail?",faq_190
"Milyen infókat kértek regisztrációnál, pl. nevem és email címem kell?",faq_190
Bejelentkezéshez/regisztrációhoz milyen személyes adatokat kell kitölteni?,faq_190
How long does Gowinday Kft keep incoming emails and the personal data in them?,faq_187
Are emails sent to Gowinday Kft stored forever or deleted after a while?,faq_187
What is the retention period for incoming email messages and related personal data at Gowinday Kft?,faq_187
How long do you keep my email and any personal data I send you?,faq_187
Does Gowinday Kft retain incoming emails with personal data indefinitely?,faq_187
"Who is the data protection officer for Gowinday Kft, and what’s their phone number?",faq_191
Can you tell me the name and phone number of the DPO at A Gowinday Kft?,faq_191
Who handles data protection there and how can I call them?,faq_191
What is the data protection officer’s contact number and name?,faq_191
Who’s the privacy officer at Gowinday Kft? Need their phone number too.,faq_191
How long do session cookies last?,faq_193
When do session cookies expire?,faq_193
Are session cookies deleted when I close my browser?,faq_193
Do session cookies stay on my device after the browsing session ends?,faq_193
How long are session cookies valid for in Gowinday Kft?,faq_193
A Gowinday Kft. tudja bármikor módosítani ezt a tájékoztatót?,faq_182
Megváltoztathatja a Gowinday Kft. ezt az információs tájékoztatót később?,faq_182
Van joga a Gowinday Kft.-nek átalakítani ezt a tájékoztatót?,faq_182
A Gowinday Kft. frissítheti vagy átírhatja ezt a tájékoztatót bármikor?,faq_182
"Értesítenek, ha a Gowinday Kft. módosítja ezt a tájékoztatót?",faq_182
Ki az adatvédelmi tisztviselő és mi a telefonszáma?,faq_192
Mi az adatvédelmi tisztviselő neve és telefonos elérhetősége?,faq_192
Tudnád megadni a DPO nevét és telefonszámát?,faq_192
"Gowinday Kft-nél ki az adatvédelmi felelős, és milyen számon lehet hívni?",faq_192
"Egri István telefonszáma mi, és ő az adatvédelmi tisztviselő?",faq_192
What are the essential session cookies for on the website?,faq_195
Why does the site use essential session cookies?,faq_195
What do session cookies do on this website?,faq_195
Are essential cookies needed for browsing and site features?,faq_195
What is the purpose of the site's session cookies?,faq_195
Meddig maradnak érvényben a session cookie-k?,faq_194
A munkamenet sütik mikor törlődnek automatikusan?,faq_194
Mi a lejárati ideje a böngészési munkamenet cookie-knak?,faq_194
A session cookie-k meddig tárolódnak a gépen?,faq_194
Böngésző bezárása után eltűnnek a munkamenet sütik?,faq_194
Mi a 3.3.3 fejezet címe?,faq_200
Mit ír a dokumentum a 3.3.3-as pont címeként?,faq_200
3.3.3 alatt milyen cím szerepel?,faq_200
Hogyan hívják a 3.3.3 fejezetet?,faq_200
Mi a 3.3.3 alcím pontosan?,faq_200
Why does Gowinday Kft use cookies on its website?,faq_197
What are cookies for on Gowinday Kft's site?,faq_197
How does Gowinday Kft use cookies and what do they do?,faq_197
What is the purpose of the cookies Gowinday Kft uses?,faq_197
Do Gowinday Kft cookies just track visitors or do they also save settings and improve user experience?,faq_197
Miért használ a Gowinday Kft. cookie-kat?,faq_198
Mire szolgálnak a sütik a Gowinday weboldalán?,faq_198
A Gowinday Kft. milyen célból gyűjt cookie-kkal adatokat?,faq_198
"Milyen előnye van annak, hogy a Gowinday sütiket használ?",faq_198
Mit csinálnak a cookie-k a Gowinday Kft. oldalán?,faq_198
What is section 3.3.3 called?,faq_199
Can you tell me the title of 3.3.3 in the document?,faq_199
What does section 3.3.3 refer to?,faq_199
Section 3.3.3 title please,faq_199
What is the heading for 3.3.3 cookies section?,faq_199
Mire valók a feltétlenül szükséges session cookie-k a weboldalon?,faq_196
Mit csinálnak az alapvető munkamenet sütik?,faq_196
"Miért használ a weboldal session cookie-kat, és ezek mire jók?",faq_196
Szükséges cookie-k mire szolgálnak pontosan a böngészéshez?,faq_196
Mire használják a munkamenet cookie-kat a site-on?,faq_196
How much personal information does Gowinday Kft share with authorities?,faq_201
Does Gowinday Kft disclose only the minimum data needed to officials?,faq_201
What amount of personal data does Gowinday Kft provide to government authorities?,faq_201
"When Gowinday Kft responds to an authority request, does it give just the necessary data?",faq_201
"How much data does Gowinday Kft hand over to authorities, like do they limit it to what's needed?",faq_201
Mennyi személyes adatot oszt meg a Gowinday Kft. a hatóságokkal?,faq_202
A Gowinday Kft. pontosan mennyi adatot ad ki a hatóságok részére?,faq_202
Milyen mértékben továbbít személyes adatokat a Gowinday Kft. a hatóságoknak?,faq_202
Csak a szükséges adatokat adja ki a Gowinday Kft. a hatósági megkeresésekre?,faq_202
A hatóságoknak mennyi személyes infót ad át a Gowinday Kft.?,faq_202
When will Gowinday Kft share my personal data with authorities?,faq_203
Does Gowinday Kft. give personal information to the police or other authorities?,faq_203
Under what conditions does Gowinday Kft disclose personal data to government authorities?,faq_203
Will Gowinday Kft release my data to authorities without a reason?,faq_203
When can the authorities get access to personal data from Gowinday Kft.?,faq_203
Who is the data controller contact person and what phone number should I call?,faq_205
How can I reach the data controller at Gowinday Kft?,faq_205
"Who do I contact as the data controller, and is there a phone number for them?",faq_205
Can you give me the contact details for the data controller?,faq_205
Whose phone number is listed for the data controller and how do I get in touch?,faq_205
Mikor ad a Gowinday Kft személyes adatokat a hatóságoknak?,faq_204
Milyen esetben továbbítja a Gowinday Kft. az adataimat a hatóság részére?,faq_204
"Kiadhatja-e a Gowinday Kft. a személyes adataimat a hatóságoknak, és ha igen, mikor?",faq_204
A Gowinday Kft. milyen feltételekkel ad ki adatot a hatóság számára?,faq_204
Mikor kérhetnek a hatóságok adatot a Gowinday Kft.-től?,faq_204
"Mikor folytathatja az adatkezelő a személyes adatok kezelését, ha valaki tiltakozott ellene?",faq_207
What are the grounds for the controller to keep processing data after an objection?,faq_207
"After I object, can the controller still process my personal data?",faq_207
Mikor nem kell leállítani az adatkezelést a tiltakozás után?,faq_207
What happens to personal data processing once a data subject objects?,faq_207
"Kivel tudok kapcsolatba lépni az adatkezelőnél, és mi a telefonszámuk?",faq_206
"Ki az adatkezelő kapcsolattartója, és milyen elérhetőségen érhető el?",faq_206
Az adatkezelővel melyik személynél lehet intézkedni és mi a telefonszáma?,faq_206
"Meg tudnád mondani, kit kell keresni az adatkezelőnél és milyen számon?",faq_206
"Kivel lehet felvenni a kapcsolatot az adatkezelővel, Egri István az, és mi a telefonszám?",faq_206
How can I ask for information about how my personal data is handled?,faq_211
Can I request changes or info about the way my personal data is being processed?,faq_211
Is there a way to get details on the handling of my personal data?,faq_211
Can I make a request regarding my personal data and how it's used?,faq_211
Do I have the right to ask about or take action on my personal data handling?,faq_211
"Megadhatok személyes adatokat, ha közvetlenül szeretnék kapcsolatba lépni veletek a weboldal használata közben?",faq_209
Can I leave my name or contact info on the site if I want you to contact me directly?,faq_209
"Lehet megadni személyes adatokat weboldal használat közben, ha személyes kapcsolatfelvételt szeretnék?",faq_209
"If I want to get in touch personally through the website, can I provide my name and other contact details?",faq_209
"adhatok meg elérhetőséget vagy más személyes adatot, ha közvetlen kapcsolatot akarok a weboldalon keresztül?",faq_209
"Mikor folytathatja az adatkezelő a személyes adatok kezelését, ha én tiltakoztam ellene?",faq_208
Tiltakozás után még kezelhetik a személyes adataimat valamilyen esetben?,faq_208
"Milyen kivétel van arra, hogy a cég továbbra is kezelje az adataimat tiltakozás esetén?",faq_208
"Ha tiltakozom az adatkezelés ellen, mikor maradhat mégis jogszerű a további adatkezelés?",faq_208
"Meddig használhatják tovább a személyes adataimat, ha már éltem a tiltakozás jogával?",faq_208
"Megadhatom a nevemet és elérhetőségemet, ha kapcsolatba akarok lépni Önökkel a honlapon keresztül?",faq_210
"Lehet személyes adatokat megadni a weboldal használata közben, ha közvetlen kapcsolatfelvételt szeretnék?",faq_210
"Beírhatom a nevem vagy más elérhetőségi adataimat a honlapon, ha írni akarok Önöknek?",faq_210
"Adhatok meg személyes adatot, hogy a weboldalon keresztül felvegyék velem a kapcsolatot?",faq_210
"Hozzá lehet adni kontakt adatokat a site-on, ha direkt kapcsolatba szeretnék kerülni veletek?",faq_210
"Kérhetek tájékoztatást arról, hogy hogyan kezelik a személyes adataimat?",faq_212
Tudok valamilyen intézkedést kérni a személyes adataim kezelésével kapcsolatban?,faq_212
Van lehetőségem információt kérni a személyes adataim kezeléséről?,faq_212
"Mit tehetek, ha a személyes adataim kezelésével kapcsolatban szeretnék tájékoztatást vagy lépést kérni?",faq_212
Lehet kérni a személyes adatok kezelése miatt valamilyen tájékoztatást vagy intézkedést?,faq_212
Who is the hosting provider and how can I contact them?,faq_213
"What company hosts this, and what are their contact details?",faq_213
Can you tell me the web hosting provider's phone number and email address?,faq_213
"Who provides the hosting service for this site, including address and contact info?",faq_213
Tárhely.Eu Kft. elérhetőségei mik azok?,faq_213
How can I ask Gowinday Kft to correct wrong personal data about me?,faq_215
Can I have my incomplete personal information completed in Gowinday Kft records?,faq_215
Is it possible to request rectification of inaccurate data held by Gowinday Kft?,faq_215
What do I do if Gowinday Kft has incorrect or missing personal details about me?,faq_215
Can I ask Gowinday Kft to fix and fill in my personal data?,faq_215
Le tudom menteni vagy ki tudom nyomtatni a honlap tartalmát?,faq_218
Engedélyezett a weboldal tartalmának nyomtatása vagy mentése?,faq_218
"Kinyomtathatom a honlap egy részét, vagy elmenthetem fájlba?",faq_218
Szabad-e a honlap szövegét vagy tartalmát más adathordozóra másolni?,faq_218
Mikor lehet a honlap tartalmát kinyomtatni vagy elmenteni?,faq_218
"Kérhetem, hogy javítsák a rólam nyilvántartott pontatlan személyes adatokat és pótolják a hiányzókat?",faq_216
Van lehetőségem a Gowinday Kft.-nél kezelt hibás adatok helyesbítésére és a hiányos adatok kiegészítésére?,faq_216
"Hogyan tudom kérni, hogy a rólam kezelt pontatlan adatokat javítsák, a hiányosakat pedig egészítsék ki?",faq_216
Kijavíttathatom a rólam tárolt rossz személyes adatokat a Gowinday Kft.-nél?,faq_216
"Meg lehet kérni a Gowinday Kft.-t, hogy a rólam kezelt pontatlan vagy hiányos személyes adatokat helyesbítse?",faq_216
Can I use the trade names or trademarks that appear on the website?,faq_219
Am I allowed to use any brand names or logos shown on your site?,faq_219
Does using the website give me permission to use its trademarks or trade names?,faq_219
Can I exploit any trademark I see on the website for my own use?,faq_219
Are the names and trademarks on the website free for me to use?,faq_219
Can the material be used in any other way?,faq_221
Is it allowed to exploit the material in another form?,faq_221
Can I use this content for something else too?,faq_221
Are we permitted to use the material differently or in another format?,faq_221
Más formában is felhasználható vagy hasznosítható az anyag?,faq_221
Használhatom a honlapon látható márkaneveket vagy védjegyeket?,faq_220
Van jogom a weboldalon szereplő kereskedelmi neveket használni?,faq_220
A honlapon lévő trademarkokat vagy cégneveket felhasználhatom valahogy?,faq_220
Szabad-e a site-on megjelenő védjegyeket vagy márkaneveket használnom?,faq_220
Ad-e az ÁSZF bármilyen jogot a honlapon szereplő nevek vagy védjegyek használatára?,faq_220
Mentshetem vagy kinyomtathatom az oldal tartalmát?,faq_217
Lehet a weboldal szövegét lementeni vagy papírra kinyomtatni?,faq_217
Printelhetem vagy elmenthetem a honlap bármely részét?,faq_217
Van engedély a website content mentésére vagy nyomtatására?,faq_217
